# IP	Distancia
26.208.119.197	232
26.216.30.113	272
26.218.105.215	417
26.223.174.167	320
26.228.146.133	296
26.236.195.166	160
26.240.205.32	93
26.241.90.4	290
26.241.98.158	349
27.3.43.56	347
27.4.202.17	383
27.6.78.113	384
27.9.190.12	510
27.16.225.56	259
27.18.105.114	308
27.20.130.94	370
27.24.101.218	294
27.29.171.93	374
27.45.196.113	345
27.49.159.173	556
27.78.99.105	306
27.79.199.201	411
27.83.130.106	335
27.86.8.151	408
27.92.170.19	320
27.96.112.241	245
27.100.183.197	511
27.101.64.46	369
27.107.103.44	356
27.116.22.193	490
27.132.254.46	425
27.133.2.25	373
27.137.18.245	468
27.148.180.240	336
27.150.11.52	97
27.160.4.140	460
27.161.41.104	314
27.167.152.42	389
27.173.213.113	223
27.176.234.124	371
27.196.2.232	434
27.196.247.58	311
27.199.119.102	393
27.202.183.40	435
27.204.65.95	325
27.205.76.78	394
27.206.189.162	226
27.211.71.63	355
27.222.63.123	302
27.235.146.75	457
27.240.76.102	330
27.252.2.89	315
27.253.169.163	401
28.1.133.24	363
28.3.223.69	357
28.10.146.153	380
28.11.181.86	320
28.15.99.109	118
28.23.244.155	338
28.28.103.14	364
28.30.60.229	227
28.30.198.253	427
28.32.79.200	454
28.32.155.198	319
28.32.186.129	415
28.42.238.118	360
28.45.32.253	287
28.45.212.134	313
28.45.214.107	292
28.53.248.3	295
28.58.62.213	517
28.58.190.42	505
28.62.75.149	271
28.70.232.82	418
28.73.253.251	473
28.80.60.200	310
28.83.143.81	374
28.83.170.11	361
28.85.223.34	325
28.92.67.101	336
28.93.253.193	363
28.101.95.147	326
28.110.100.124	416
28.111.217.113	212
28.134.252.213	266
28.138.12.33	439
28.143.154.178	439
28.148.228.167	454
28.153.215.56	319
28.162.59.50	306
28.162.208.195	481
28.169.249.190	385
28.176.63.179	356
28.185.209.180	324
28.200.24.18	410
28.200.132.126	295
28.212.222.148	252
28.212.240.90	620
28.219.134.161	270
28.221.194.197	350
28.224.78.126	254
28.226.220.128	349
28.229.75.149	232
28.243.10.254	317
28.244.251.44	405
28.245.38.190	432
29.2.197.58	461
29.3.105.28	577
29.11.103.27	177
29.11.168.148	310
29.14.94.172	426
29.17.46.250	389
29.17.229.27	377
29.27.46.39	358
29.28.143.32	240
29.31.247.128	385
29.32.227.126	373
29.38.28.16	377
29.44.206.192	273
29.46.10.252	419
29.47.202.227	387
29.50.229.2	354
29.67.209.223	331
29.70.127.110	241
29.74.159.157	361
29.79.138.113	454
29.81.20.27	488
29.81.208.147	569
29.82.117.126	415
29.90.107.34	512
29.91.119.63	634
29.94.29.38	204
29.104.230.233	382
29.105.165.119	352
29.105.187.193	281
29.108.152.83	325
29.120.76.229	522
29.120.132.123	374
29.125.217.241	278
29.126.1.137	539
29.131.233.61	410
29.132.64.31	359
29.132.159.16	389
29.135.91.4	312
29.141.99.244	314
29.158.43.56	356
29.170.130.207	330
29.185.43.193	328
29.189.55.245	262
29.194.111.20	372
29.197.233.71	391
29.198.178.197	496
29.200.64.100	271
29.202.99.49	326
29.210.96.30	403
29.217.52.233	512
29.222.191.65	439
29.224.228.140	387
29.225.120.143	403
29.227.48.15	335
29.234.114.240	506
29.238.40.213	308
29.247.162.64	285
29.250.6.249	346
29.253.164.172	201
29.253.244.222	345
30.7.26.21	299
30.18.108.194	585
30.20.71.13	602
30.24.26.179	292
30.27.107.150	341
30.30.47.152	305
30.32.22.151	206
30.34.160.86	349
30.42.82.184	473
30.52.45.247	405
30.56.136.124	212
30.62.26.130	630
30.89.53.167	497
30.89.177.102	386
30.95.15.249	589
30.96.238.80	396
30.115.78.60	259
30.120.91.104	383
30.128.152.74	390
30.131.211.186	190
30.138.126.142	277
30.138.250.204	437
30.144.11.170	562
30.152.185.193	146
30.155.70.138	299
30.163.15.113	349
30.164.243.203	253
30.165.72.42	260
30.169.123.19	421
30.177.24.35	288
30.179.23.66	331
30.185.155.74	414
30.193.18.151	362
30.196.93.49	245
30.197.143.57	438
30.200.60.102	437
30.200.181.213	170
30.203.156.249	359
30.208.45.150	472
30.210.40.124	436
30.211.174.27	284
30.212.249.173	461
30.214.21.207	190
30.215.190.19	334
30.226.212.66	309
30.230.61.228	330
30.231.248.88	312
30.235.143.63	322
30.236.8.25	345
30.236.98.117	296
30.240.7.247	252
30.240.212.150	414
30.243.157.69	161
30.245.16.140	414
31.3.104.29	317
31.4.6.106	431
31.5.109.105	241
31.8.106.211	417
31.12.17.106	349
31.15.217.29	278
31.25.26.192	271
31.33.190.242	221
31.33.241.216	231
31.36.118.69	258
31.37.248.164	266
31.45.98.31	318
31.45.199.246	363
31.47.99.209	390
31.48.226.172	371
31.49.137.188	342
31.50.120.220	393
31.57.9.160	389
31.58.44.89	576
31.75.246.109	517
31.82.141.134	408
31.83.201.250	243
31.89.142.55	361
31.94.179.129	396
31.102.110.44	443
31.116.187.133	476
31.135.1.82	191
31.142.22.243	436
31.144.19.14	303
31.147.66.163	322
31.149.160.27	395
31.162.199.240	418
31.169.192.219	421
31.177.6.104	267
31.182.2.58	302
31.185.56.183	394
31.187.41.234	357
31.187.190.219	376
31.197.29.145	366
31.199.61.219	199
31.204.190.17	417
31.210.241.21	413
31.211.58.193	415
31.212.71.132	300
31.212.242.112	113
31.212.251.187	463
31.213.136.60	380
31.215.69.228	417
31.224.1.89	398
31.225.183.23	331
31.231.87.148	406
31.231.235.212	412
31.232.172.100	287
31.235.174.198	477
31.242.13.197	319
31.248.180.122	379
31.250.3.165	231
31.253.38.168	396
31.253.44.57	370
31.253.138.6	504
32.2.5.20	461
32.2.222.249	188
1.14.27.28	433
1.16.238.43	312
1.20.193.167	370
1.21.194.179	366
1.36.210.131	420
1.40.215.157	315
1.47.229.28	131
1.48.45.188	558
1.53.5.241	539
1.55.150.80	301
1.62.196.242	301
1.63.36.106	520
1.63.133.80	267
1.66.203.143	265
1.74.116.86	411
1.75.181.96	288
1.76.163.138	371
1.96.237.110	411
32.9.104.59	337
32.13.70.116	326
32.18.182.159	312
32.20.246.206	444
32.26.44.44	337
32.31.246.208	417
32.34.77.90	336
32.38.159.166	316
32.40.37.239	362
32.46.49.140	364
32.49.122.217	319
32.51.36.233	439
32.54.215.122	274
32.70.250.51	296
32.73.84.11	345
32.77.201.107	355
32.78.238.199	346
32.92.30.184	204
32.100.222.109	353
32.107.68.75	239
32.110.141.101	274
32.112.7.116	359
32.112.169.184	361
32.113.73.17	392
32.126.171.91	387
32.131.69.166	397
32.134.52.220	421
32.134.158.37	291
32.135.13.232	286
32.138.22.226	348
32.144.202.253	546
32.155.145.93	263
32.158.248.193	556
32.162.234.121	356
32.165.39.135	266
32.172.184.223	326
32.179.31.23	317
32.188.28.38	508
32.192.63.194	354
32.195.58.15	320
32.197.21.33	586
32.197.73.81	353
32.202.69.162	324
32.204.115.239	362
32.208.169.241	387
32.213.203.14	348
32.215.46.202	400
32.216.93.60	422
32.217.42.106	326
32.217.83.196	588
32.222.138.54	345
32.225.39.62	432
32.225.114.120	421
32.234.89.79	210
32.236.50.191	400
32.241.1.91	272
32.242.25.72	520
32.251.87.175	344
32.251.106.2	298
33.5.44.12	310
33.9.19.110	449
33.10.24.251	311
33.20.21.247	384
33.28.110.26	383
33.36.235.17	194
33.39.166.174	271
33.40.204.226	211
33.41.84.138	437
33.41.236.246	274
33.44.20.101	373
33.45.27.184	191
33.59.80.178	325
33.65.219.237	175
33.75.30.208	346
33.76.17.149	351
33.81.28.253	475
33.84.248.226	255
33.87.173.36	383
33.91.195.6	302
33.100.152.118	288
33.101.164.102	323
33.102.11.171	267
33.116.103.137	460
33.117.53.128	446
33.120.131.39	334
33.121.250.154	327
33.129.147.143	516
33.131.187.181	397
33.131.218.4	255
33.135.137.71	361
33.137.254.194	486
33.138.51.177	380
33.140.37.164	315
33.145.236.55	331
33.159.116.56	405
33.166.30.196	454
33.172.166.230	439
33.175.26.100	322
33.197.150.141	431
33.200.50.1	271
33.202.153.205	244
33.213.148.82	491
33.213.150.151	387
33.218.192.53	300
33.222.223.208	248
33.224.65.156	333
33.228.234.78	324
33.230.121.146	492
33.234.186.7	402
33.236.32.219	287
33.236.212.234	338
33.238.205.182	504
33.242.24.98	537
33.242.85.229	314
33.244.51.54	364
33.246.85.167	340
33.246.96.65	359
34.2.243.248	298
34.3.155.72	512
34.32.234.252	258
34.34.96.245	333
34.35.104.11	494
34.43.224.117	407
34.50.137.25	389
34.52.72.61	302
34.55.175.120	372
34.56.99.5	478
34.68.250.93	433
34.71.10.58	302
34.73.184.76	325
34.78.63.102	437
34.82.251.11	385
34.98.158.80	275
34.105.1.48	384
34.111.153.108	197
34.115.145.12	383
34.116.38.151	495
34.118.189.73	376
34.120.90.132	245
34.120.254.211	493
34.122.240.32	335
34.125.34.247	243
34.129.181.43	411
34.130.21.176	367
34.132.229.76	503
34.148.91.145	338
34.150.180.138	264
34.151.63.235	449
34.154.134.77	303
34.156.100.46	289
34.160.98.184	439
34.165.13.46	555
34.165.143.205	632
34.168.15.52	120
34.171.57.217	397
34.178.39.3	385
34.180.31.70	295
34.180.61.182	436
34.193.252.59	644
34.195.191.177	400
34.197.31.6	461
34.200.122.57	317
34.210.215.163	378
34.214.122.49	384
34.236.140.155	242
34.237.37.103	357
34.249.200.147	421
34.252.232.66	465
35.4.155.242	389
35.7.84.136	319
35.22.171.106	411
35.26.207.225	328
35.27.28.203	318
35.33.56.137	242
35.33.143.190	394
35.44.200.145	284
35.45.204.65	498
35.53.80.104	309
35.56.32.64	266
35.67.149.183	616
35.76.216.41	407
35.89.163.51	387
35.97.3.158	403
35.99.78.120	259
35.99.126.201	402
35.102.37.15	315
35.102.148.116	372
35.107.190.209	388
35.109.60.124	338
35.117.5.167	299
35.129.43.93	426
35.132.34.152	381
35.132.35.101	322
35.134.208.36	510
35.148.123.14	405
35.149.33.115	319
35.151.50.143	284
35.152.106.152	242
35.167.109.251	288
35.168.33.241	351
35.168.59.80	254
35.175.224.126	373
35.187.150.59	288
35.197.116.87	375
35.203.195.66	334
35.218.100.31	124
35.230.200.66	381
35.237.196.180	374
35.240.47.33	302
35.245.165.38	649
35.247.93.195	281
35.251.108.96	313
36.1.58.180	280
36.1.109.232	285
36.3.71.89	330
36.4.113.241	413
36.5.43.130	437
36.6.170.90	338
36.9.138.37	379
36.15.1.145	414
36.19.104.114	375
36.22.240.15	446
36.83.130.34	528
36.85.107.192	414
36.91.156.120	346
36.94.142.168	329
36.96.115.148	242
36.98.192.56	343
36.107.137.161	260
36.120.38.84	463
36.120.128.88	353
36.136.78.95	423
36.137.122.97	351
36.137.226.7	479
36.141.43.88	314
36.144.175.231	374
36.146.163.234	490
36.147.31.41	325
36.155.149.42	363
36.163.109.123	385
36.176.117.192	266
36.179.139.202	411
36.181.125.177	321
36.186.245.209	561
36.187.252.146	265
36.197.78.195	314
36.203.242.243	282
36.208.76.241	370
36.214.242.205	397
36.216.185.191	345
36.218.200.47	262
36.224.242.18	368
36.233.182.157	475
36.236.189.252	328
36.244.50.173	231
36.247.94.12	433
36.249.70.7	473
36.252.107.131	404
36.254.95.182	218
37.2.96.66	187
37.4.48.115	154
37.18.98.88	283
37.23.225.247	283
37.40.23.22	324
37.48.236.107	333
37.52.93.154	300
37.57.210.53	400
37.63.156.51	424
37.64.98.76	263
37.70.148.111	338
37.72.68.86	384
37.82.55.161	158
37.84.97.108	404
37.88.129.159	299
37.97.56.136	394
37.101.142.229	229
37.102.180.32	319
37.103.196.72	281
37.117.55.75	287
37.122.87.197	123
37.126.95.213	499
37.126.170.130	252
37.129.169.40	201
37.145.70.52	663
37.145.171.142	327
37.157.236.62	236
37.161.210.127	305
37.161.213.29	482
37.168.17.160	390
37.168.160.103	375
37.184.244.174	271
37.185.208.60	475
37.199.102.16	424
37.200.194.9	552
37.202.107.180	387
37.210.47.152	520
37.214.28.245	275
37.229.209.123	402
37.230.209.109	359
37.234.107.189	546
37.236.150.11	241
37.237.221.120	608
37.244.212.212	182
37.245.135.141	529
37.247.29.165	375
37.248.131.147	264
38.4.173.69	212
38.8.155.185	398
38.8.161.34	432
38.12.113.79	285
38.15.49.78	423
38.18.235.122	495
38.21.215.73	395
38.26.3.87	222
38.27.217.35	358
38.38.148.11	406
38.41.164.159	357
38.47.252.119	419
38.49.138.187	405
38.53.175.20	465
38.63.213.151	383
38.65.178.210	377
38.71.34.243	274
38.83.189.223	292
38.88.119.50	447
38.90.27.187	344
38.97.6.58	496
38.111.133.154	280
38.114.125.218	275
38.120.13.13	266
38.132.53.252	341
38.140.2.151	341
38.140.43.182	340
38.157.203.40	343
38.158.207.19	233
38.160.150.211	382
38.167.185.250	379
38.179.150.134	434
38.190.95.3	314
38.193.234.168	365
38.196.191.31	562
38.196.212.45	292
38.197.7.16	424
38.197.164.171	290
38.202.204.233	322
38.213.78.22	327
38.217.143.37	299
38.218.39.108	451
38.221.115.32	363
38.232.175.37	227
38.234.35.216	220
38.244.129.133	299
38.250.5.145	349
38.251.213.186	379
39.17.194.32	388
39.20.79.26	431
39.24.1.128	209
39.24.10.62	476
39.35.125.185	414
39.40.45.154	510
39.48.153.177	337
39.52.251.164	350
39.53.86.108	318
39.56.226.226	268
39.60.147.41	231
39.65.46.216	360
39.65.175.10	352
39.66.15.50	338
39.70.111.254	291
39.71.16.72	258
39.76.237.222	521
39.86.145.40	441
39.88.219.198	407
39.94.124.102	172
39.94.152.4	302
39.94.194.15	322
39.95.33.91	742
39.96.155.141	321
39.104.163.200	364
39.106.157.143	386
39.112.234.145	235
39.113.31.64	316
39.117.178.51	424
39.118.114.50	414
39.120.56.160	377
39.120.180.33	346
39.131.4.218	322
39.135.224.140	318
39.138.91.28	392
39.141.107.13	228
39.142.39.9	588
39.172.94.102	331
39.182.11.78	228
39.182.66.214	333
39.191.5.245	208
39.192.124.114	431
39.196.53.105	364
39.200.22.46	308
39.210.135.220	296
39.217.234.217	298
39.219.14.84	243
39.222.201.154	323
39.225.121.232	359
39.237.104.22	340
39.239.192.99	482
39.240.232.111	423
39.243.87.67	324
39.254.111.237	495
40.9.180.128	411
40.18.87.192	313
40.23.20.112	247
40.25.183.169	294
40.26.127.147	271
40.34.170.116	490
40.47.218.228	434
40.50.178.129	265
40.50.181.179	459
40.70.34.92	310
40.76.190.23	290
40.77.144.190	374
40.79.41.20	311
40.89.149.196	294
40.94.52.220	372
40.95.11.47	427
40.100.173.254	449
40.109.165.14	331
40.116.237.128	393
40.130.218.190	389
40.136.219.61	374
40.137.80.58	308
40.138.163.72	345
40.145.114.180	366
40.146.114.116	513
40.149.196.216	373
40.153.21.49	384
40.153.69.176	360
40.156.92.51	383
40.158.204.67	380
40.165.132.152	449
40.171.15.237	354
40.177.52.16	433
40.179.76.202	622
40.182.194.76	201
40.186.229.127	353
40.199.254.221	366
40.206.54.220	397
40.210.247.221	286
40.218.228.68	404
40.244.77.144	343
40.251.28.23	503
41.5.11.78	431
41.6.46.119	487
41.10.185.209	691
41.12.68.42	337
41.16.31.36	242
41.29.124.237	310
41.33.80.245	419
41.36.135.128	387
41.40.228.181	390
41.48.22.222	317
41.50.208.12	294
41.52.113.181	332
41.61.50.54	384
41.63.18.220	388
41.63.55.248	442
41.64.45.122	667
41.65.69.223	306
41.71.178.142	342
41.74.78.134	328
41.96.155.239	314
41.98.147.66	301
41.105.53.219	368
41.111.129.91	261
41.114.140.219	409
41.119.218.252	391
41.121.214.197	256
41.124.129.159	239
41.126.183.22	441
41.134.134.219	306
41.140.43.78	373
41.155.241.218	501
41.160.6.189	190
41.172.178.152	397
41.176.29.48	465
41.187.181.64	250
41.189.133.40	448
41.191.26.81	301
41.198.46.86	487
41.201.243.238	213
41.211.78.95	252
41.212.87.1	384
41.213.234.132	450
41.224.214.250	334
41.234.100.157	516
41.234.186.251	497
41.245.58.226	412
41.247.27.175	299
41.247.150.57	376
41.253.250.234	204
41.254.4.157	330
42.4.56.132	307
42.9.86.56	331
42.9.99.229	329
42.12.83.203	397
42.23.46.94	376
42.24.193.198	307
42.24.253.170	231
42.31.220.186	375
42.32.126.65	324
42.37.106.69	500
42.48.19.222	379
42.50.72.231	514
42.54.19.139	535
42.56.153.228	269
42.61.68.59	397
42.68.25.39	365
42.71.128.196	358
42.73.50.142	280
42.79.106.240	722
42.82.246.158	392
42.95.34.166	335
42.97.111.24	372
42.100.51.243	399
42.110.74.247	283
42.111.210.226	385
42.116.173.94	328
42.117.13.88	306
42.117.200.116	597
42.118.71.102	355
42.122.127.117	315
42.122.136.96	406
42.123.65.211	362
42.132.45.14	265
42.136.116.14	394
42.137.30.131	256
42.152.154.235	501
42.152.173.202	351
42.167.62.92	292
42.173.7.60	372
42.186.1.118	277
42.187.236.249	317
42.188.179.170	369
42.197.145.82	331
42.200.254.202	289
42.203.236.138	400
42.205.227.198	581
42.209.143.180	563
42.215.51.181	315
42.217.42.194	291
42.224.193.127	364
42.225.222.204	245
42.245.130.244	285
42.250.233.47	371
42.252.189.157	564
43.4.61.20	387
43.5.96.26	380
43.5.156.240	570
43.12.181.237	418
43.15.180.247	203
43.20.9.16	323
43.32.78.39	606
43.34.198.178	344
43.37.153.159	354
43.37.209.52	437
43.44.19.231	274
43.52.192.166	405
43.53.162.101	209
43.53.237.22	381
43.54.102.86	301
43.56.183.32	489
43.60.166.145	215
43.62.13.35	370
43.74.120.82	400
43.74.244.182	537
43.76.168.132	375
43.78.40.176	317
43.87.42.212	311
43.88.230.162	467
43.109.158.13	321
43.113.66.94	352
43.115.38.42	445
43.125.50.139	313
43.136.213.26	454
43.137.188.70	384
43.140.88.102	416
43.141.41.68	394
43.141.122.68	356
43.145.187.70	287
43.148.206.32	384
43.149.44.193	404
43.155.30.25	356
43.157.191.160	221
43.158.81.251	393
43.188.154.199	367
43.207.228.194	320
43.213.242.188	316
43.218.230.160	420
43.223.242.110	280
43.227.32.88	425
43.227.157.66	492
43.230.4.82	296
43.232.18.106	302
43.241.23.175	337
43.241.61.55	355
43.242.5.45	388
43.243.248.146	476
43.251.213.227	293
43.252.196.219	334
43.254.146.204	186
43.254.171.156	552
44.2.236.9	352
44.4.45.76	556
44.12.132.184	308
44.19.87.221	377
44.24.254.101	280
44.40.93.176	335
44.43.141.63	370
44.47.154.74	399
44.48.213.169	536
44.50.224.202	229
44.55.154.144	442
44.62.195.55	330
44.66.194.211	389
44.68.182.10	409
44.79.183.13	550
44.84.26.214	297
44.101.25.185	297
44.106.84.74	316
44.115.146.127	403
44.126.59.85	301
44.136.202.186	256
44.137.150.222	394
44.138.213.69	407
44.141.26.102	430
44.147.38.70	520
44.148.208.133	178
44.152.67.92	354
44.160.118.44	335
44.166.152.119	238
44.167.251.6	382
44.172.123.59	293
44.175.89.228	321
44.175.97.193	342
44.178.83.13	389
44.180.6.113	344
44.180.247.140	253
44.181.52.243	500
44.185.242.185	554
44.187.121.131	340
44.192.48.88	361
44.198.120.143	429
44.203.65.3	423
44.206.226.77	462
44.209.231.173	384
44.211.47.83	271
44.211.116.39	260
44.214.112.206	297
44.219.45.66	364
44.219.171.49	392
44.220.3.24	340
44.225.21.106	347
44.234.18.248	145
44.234.175.219	292
44.242.109.155	486
44.250.75.170	281
44.254.68.243	195
45.5.50.201	249
45.5.199.10	304
45.5.218.188	285
45.23.196.197	335
45.29.173.183	435
45.40.111.120	331
45.41.247.89	342
45.42.168.123	464
45.55.172.41	378
45.56.239.199	490
45.65.233.89	390
45.71.18.245	438
45.73.212.68	550
45.76.179.3	282
45.81.74.28	283
45.86.106.220	334
45.89.117.37	234
45.91.101.67	216
45.98.32.107	337
45.103.44.134	303
45.108.107.79	421
45.110.39.142	474
45.116.84.73	320
45.119.32.208	404
45.120.203.87	411
45.130.239.60	463
45.133.163.95	315
45.134.187.169	442
45.135.110.31	271
45.138.152.171	402
45.139.153.168	258
45.142.63.239	313
45.144.63.3	369
45.144.197.197	196
45.144.200.208	356
45.147.21.228	234
45.153.251.31	327
45.173.49.165	361
45.185.58.84	339
45.185.253.183	315
45.188.152.253	355
45.192.245.179	430
45.194.133.41	254
45.194.235.81	263
45.196.192.10	433
45.197.188.151	368
45.209.55.166	246
45.213.225.210	329
45.218.134.41	411
45.220.179.213	365
45.222.99.216	389
45.225.236.224	220
45.229.233.1	420
45.230.12.43	391
45.233.44.61	349
45.239.57.25	387
45.241.234.250	405
45.248.152.98	389
46.4.159.41	258
46.4.162.179	331
46.10.210.214	328
46.12.62.100	289
46.16.222.179	409
